ticket_id,customer_id,subject,description,status,priority,category,created_at,updated_at,agent_assigned
TKT-12420,50beee2f-0529-4190-8a50-44fb5f34902f,Performance problems,Customer inquiry about feature request. Needs assistance with resolving this issue.,escalated,high,account,2025-09-08T17:35:43.091636,2025-09-22T17:35:43.091640,
TKT-70243,8094d7e3-7e49-471d-ac98-cabb037ba58b,Performance problems,Customer inquiry about password reset not working. Needs assistance with resolving this issue.,in_progress,high,billing,2025-09-22T17:35:43.091649,2025-09-26T17:35:43.091653,
TKT-11169,5272b1cb-7cd9-4f85-97ac-3a296218942e,Integration issues,Customer inquiry about technical support needed. Needs assistance with resolving this issue.,open,low,product,2025-09-16T17:35:43.091666,2025-09-24T17:35:43.091670,agent1
TKT-33198,694edda6-17aa-4ff8-8d5b-7e2bf3c3c5c0,Refund request for order,Customer inquiry about feature request. Needs assistance with resolving this issue.,closed,medium,technical,2025-08-28T17:35:43.091679,2025-09-21T17:35:43.091683,agent3
TKT-52768,50beee2f-0529-4190-8a50-44fb5f34902f,Bug report,Customer inquiry about performance problems. Needs assistance with resolving this issue.,in_progress,urgent,account,2025-09-07T17:35:43.091692,2025-09-23T17:35:43.091696,agent1
TKT-23224,8094d7e3-7e49-471d-ac98-cabb037ba58b,Billing question about recent charge,Customer inquiry about need help with installation. Needs assistance with resolving this issue.,in_progress,urgent,account,2025-09-13T17:35:43.091704,2025-09-26T17:35:43.091708,agent2
TKT-30648,28bc4b91-1c24-4261-89dd-5efc8b876c68,Refund request for order,Customer inquiry about need help with installation. Needs assistance with resolving this issue.,open,high,product,2025-09-07T17:35:43.091717,2025-09-22T17:35:43.091720,agent3
TKT-77738,5272b1cb-7cd9-4f85-97ac-3a296218942e,Billing question about recent charge,Customer inquiry about product not working as expected. Needs assistance with resolving this issue.,closed,urgent,technical,2025-09-11T17:35:43.091729,2025-09-21T17:35:43.091733,agent2
TKT-62064,1fb36725-8a13-43f9-b759-216688e12710,Billing question about recent charge,Customer inquiry about refund request for order. Needs assistance with resolving this issue.,in_progress,urgent,account,2025-09-06T17:35:43.091742,2025-09-25T17:35:43.091745,agent1
TKT-79862,694edda6-17aa-4ff8-8d5b-7e2bf3c3c5c0,Feature request,Customer inquiry about bug report. Needs assistance with resolving this issue.,escalated,urgent,account,2025-09-01T17:35:43.091755,2025-09-23T17:35:43.091758,agent3
TKT-21866,320ee79b-6867-45e0-8bdf-a3b8fa71573f,Need help with installation,Customer inquiry about need help with installation. Needs assistance with resolving this issue.,resolved,high,account,2025-09-07T17:35:43.091767,2025-09-26T17:35:43.091771,
TKT-76395,c2a4e5e5-2875-4487-9f72-68d44aff762a,Integration issues,Customer inquiry about need help with installation. Needs assistance with resolving this issue.,escalated,low,technical,2025-09-08T17:35:43.091779,2025-09-22T17:35:43.091783,
TKT-43432,4c16f8b4-2a11-49ea-80ac-a8379ec0b800,Password reset not working,Customer inquiry about bug report. Needs assistance with resolving this issue.,open,high,account,2025-09-11T17:35:43.091792,2025-09-21T17:35:43.091796,agent2
TKT-26646,97281ff9-3a0b-4d81-8656-64fb8e1cab03,Need help with installation,Customer inquiry about billing question about recent charge. Needs assistance with resolving this issue.,in_progress,medium,account,2025-09-04T17:35:43.091805,2025-09-23T17:35:43.091808,agent1
TKT-58425,a9f506b8-92fb-48ac-9d83-86a6368e227e,Technical support needed,Customer inquiry about account suspended unexpectedly. Needs assistance with resolving this issue.,resolved,medium,technical,2025-09-19T17:35:43.091818,2025-09-22T17:35:43.091821,agent3
TKT-58998,0c125d37-0591-4d20-b5be-eb8b59c41da0,Password reset not working,Customer inquiry about billing question about recent charge. Needs assistance with resolving this issue.,closed,low,product,2025-09-13T17:35:43.091831,2025-09-23T17:35:43.091835,agent3
TKT-12171,b90f1261-3786-42fb-86c9-0ceb5db47e17,Integration issues,Customer inquiry about feature request. Needs assistance with resolving this issue.,in_progress,high,billing,2025-09-10T17:35:43.091844,2025-09-24T17:35:43.091847,agent2
TKT-59026,8179718b-29be-4fd7-83b2-f70f5cda01d6,Product not working as expected,Customer inquiry about password reset not working. Needs assistance with resolving this issue.,closed,high,account,2025-08-29T17:35:43.091860,2025-09-24T17:35:43.091863,agent2
TKT-36975,fa49d776-1b7c-4d27-a89d-b7358907c651,Password reset not working,Customer inquiry about account suspended unexpectedly. Needs assistance with resolving this issue.,closed,high,product,2025-09-04T17:35:43.091872,2025-09-24T17:35:43.091876,agent3
TKT-36422,34834a78-6bb8-4b42-ab12-c83fb9106d95,Product not working as expected,Customer inquiry about technical support needed. Needs assistance with resolving this issue.,resolved,low,technical,2025-09-17T17:35:43.091885,2025-09-23T17:35:43.091888,agent3
TKT-72990,cab3c30c-b502-47a3-89b6-75ce045fe8b2,Account suspended unexpectedly,Customer inquiry about need help with installation. Needs assistance with resolving this issue.,escalated,urgent,billing,2025-09-06T17:35:43.091898,2025-09-25T17:35:43.091901,agent1
TKT-22362,e3c73144-f25c-4a67-b270-1bc5538a6276,Product not working as expected,Customer inquiry about need help with installation. Needs assistance with resolving this issue.,open,high,billing,2025-09-11T17:35:43.091910,2025-09-22T17:35:43.091914,agent2
TKT-44768,9cceb2fe-605d-42cf-9b85-ee75fe031e0e,Feature request,Customer inquiry about cannot log into my account. Needs assistance with resolving this issue.,escalated,medium,general,2025-09-12T17:35:43.091923,2025-09-26T17:35:43.091927,agent3
TKT-80268,e6df524a-11ed-460a-b78f-6af073488390,Product not working as expected,Customer inquiry about bug report. Needs assistance with resolving this issue.,escalated,medium,billing,2025-09-13T17:35:43.091935,2025-09-21T17:35:43.091939,agent1
TKT-76640,0d4e9338-9e34-474a-b6b6-89e93168b651,Feature request,Customer inquiry about product not working as expected. Needs assistance with resolving this issue.,open,medium,general,2025-08-30T17:35:43.091948,2025-09-26T17:35:43.091952,agent1
TKT-27492,1fb36725-8a13-43f9-b759-216688e12710,Need help with installation,Customer inquiry about feature request. Needs assistance with resolving this issue.,resolved,high,technical,2025-08-28T17:35:43.091960,2025-09-21T17:35:43.091964,
TKT-64966,a9f506b8-92fb-48ac-9d83-86a6368e227e,Integration issues,Customer inquiry about feature request. Needs assistance with resolving this issue.,open,low,account,2025-09-06T17:35:43.091973,2025-09-22T17:35:43.091976,agent1
TKT-65145,8179718b-29be-4fd7-83b2-f70f5cda01d6,Billing question about recent charge,Customer inquiry about feature request. Needs assistance with resolving this issue.,closed,high,account,2025-09-03T17:35:43.091985,2025-09-24T17:35:43.091989,agent2
TKT-59750,de07d587-063d-4553-9548-deb8ea0c54a8,Technical support needed,Customer inquiry about feature request. Needs assistance with resolving this issue.,closed,urgent,account,2025-09-17T17:35:43.091998,2025-09-25T17:35:43.092002,agent3
